s2,s3,s4,s11
1407.4507122951684,1571.524806359546,1393.2150526951277,46.78486517531161
1397.9260354824323,1570.9317178323229,1396.9450053694634,46.951016144389534
1409.7153280715104,1544.0871365473997,1394.0261893895486,47.096442317881376
1422.8454478461204,1573.3981961659713,1401.1041804694612,48.42029219246927
1396.48769937915,1594.6565816364348,1411.9717853146192,45.879174037269884
1396.4879456457622,1554.5153576184641,1392.289578428588,45.73047951273101
1423.6881922326108,1600.969653021012,1410.008204977684,48.854929613214466
1411.5115209372937,1589.7554964216868,1392.183279276531,46.306032887178056
1392.9578842109756,1565.3153335605793,1391.5237278750312,45.1054469696344
1408.1384006537894,1577.169407253243,1408.1859461834322,46.272305086850196
1393.048734607813,1611.9664361528207,1409.2193637800763,46.504920897134
1393.0140536964461,1594.6709562701174,1408.5140993676266,49.33244409158865
1403.6294340734905,1580.175673097963,1386.8420259178185,48.38723931856511
1371.300796330133,1575.2463336607802,1395.3404902192794,48.72128092494836
1374.1262325123046,1581.5321814090332,1408.2298859200332,48.22996046352018
1391.5656870613855,1569.764728841154,1400.415418405639,48.419365507422974
1384.8075331949835,1537.9050098856196,1389.2630715380253,45.967876810129525
1404.7137099889292,1620.8435582106947,1404.5831793912544,46.702096766969774
1386.379638867182,1583.106499983988,1392.8519274100854,45.515127030464676
1378.8154444799707,1587.9629453024506,1417.9452484839221,46.68426795419445
1421.9847315338234,1578.841845002462,1415.4484146241825,48.02615748640211
1396.6133554927019,1565.2976639855083,1406.0409742635557,47.20187492721837
1401.012923070319,1576.2815103810246,1413.6100670476978,48.967221228440444
1378.628777206798,1548.0121047561138,1400.647913501234,45.28787631165917
1391.8342591321223,1625.541729961066,1407.65437494375,47.75035752604736
1401.663838845648,1555.309760031552,1414.7772029530208,45.12754579719602
1382.7350963386655,1559.3606743230564,1402.454986817943,47.14126470376046
1405.635470275185,1571.194815912272,1397.4481282848571,48.11050013383472
1390.990419651218,1605.7615144970475,1382.953780418229,46.67824614976367
1395.624593753101,1580.2901799852532,1399.168664742785,47.82668990613043
1390.974400816559,1555.2772840793907,1408.234231845623,45.5604014977506
1427.7841727676341,1605.086767215147,1409.4563342756762,44.504465032705426
1399.797541628931,1594.6200125357095,1405.0436506571841,47.835544433731705
1384.1343360656615,1590.768699144329,1394.5870090503777,49.616015351113596
1412.338173681548,1594.3146848234169,1380.231784310524,45.505932589745164
1381.6873452504346,1627.887238011649,1395.0478490199525,48.833291270160196
1403.1329539250714,1623.7018979007223,1396.9565512894605,47.06513511322461
1370.6049481418033,1566.265693139934,1396.8707103281,44.99646271746039
1380.0772092665236,1612.4776998562231,1406.1855635697793,45.302742047971755
1402.9529185380368,1587.663363795178,1419.8567641101483,47.023677160040975
1411.0769986999312,1589.981916322755,1401.235292018411,46.39330656811384
1402.5705242178497,1546.1545833671335,1397.8326821084354,45.03063053486264
1398.2652757641763,1576.592284692236,1397.407781869959,44.45894107816189
1395.4834445661606,1563.7435281932687,1401.2438476690772,45.72992100811024
1377.8221701444886,1596.5611762978663,1391.717062396516,47.29071351249668
1389.2023368740793,1601.4216100080562,1401.2019855874605,46.990398871095294
1393.0904184356032,1538.5102729796738,1404.508123363318,46.248143063749886
1415.8568333932838,1579.5593027199145,1402.0968606357449,47.30283079143722
1405.1542743435268,1602.437230095885,1404.5754193400478,48.56004007979403
1373.554397669559,1576.2664207537312,1404.3374760934853,47.59118976565122
1404.861259540922,1594.5812729000472,1382.2810331775356,46.81803699291563
1394.2237657937553,1587.0233093525417,1406.3687015839541,48.392108009991034
1389.8461699954107,1586.8332046390526,1393.2898515433756,45.560224546675556
1409.175144332613,1574.573700438634,1389.0416083699604,46.66262069066697
1415.4649928374392,1555.6683839172858,1388.95548172145,46.698368096599445
1413.969201786743,1557.5693970514994,1404.3354161047253,45.144570112335735
1387.4117371516604,1594.1870502891063,1397.7742507277515,46.37018875657346
1395.3618143622318,1580.3891651103777,1383.1803121601458,43.88756047865704
1404.9689514710535,1577.2297551078555,1404.7803781519228,49.86826707149443
1414.6331769068354,1571.522199153553,1385.6039186920118,45.59387931734553
1392.8123864323206,1573.8962230903849,1401.398213585182,49.37917119713197
1397.2151153500427,1600.9382358897628,1402.3849892567305,47.05712675857924
1383.4049753899096,1573.2951183626394,1408.8557708169506,47.84729619823394
1382.05690063879,1553.1787057339686,1417.8168478646685,46.266800302473605
1412.187887335913,1594.8730355108034,1386.3532367409946,47.311894537942514
1420.3436004285622,1575.9024667227056,1399.4752614393694,47.975734459982654
1398.919848176295,1580.6279173106554,1397.2366470495579,47.99682862159128
1415.0529934683805,1612.1515661279902,1404.3374968596097,48.16216008511154
1405.4245403757145,1579.5887888529899,1402.1566877093362,46.44750093494124
1390.3232036809231,1585.7836734623745,1396.4745375726338,46.27946049126297
1405.4209340826262,1556.4215301740335,1395.5909781138914,44.6087355120986
1423.0705484969894,1575.6066109529809,1388.8354914481595,47.78482851676541
1399.4626094133507,1592.190520904172,1409.878615824065,48.623568066985165
1423.46965483721,1548.892525323175,1404.5920418159953,49.4239725198769
1360.703823438654,1584.0169018623142,1409.1776819779514,47.45775895187076
1412.3285375656283,1582.015821452896,1396.8960386352448,45.85028034063715
1401.3057060235726,1580.8257491117488,1393.4316453130557,44.454355785065815
1395.514889743012,1600.7431779731648,1389.2168493337076,48.56250009962503
1401.3764116480324,1586.6887702969705,1403.5891758374066,44.305585149833696
1370.1864662809867,1609.5614379671288,1389.6020677547176,46.48909388338435
1396.7049216824373,1560.1282096881193,1418.4866306896656,46.66353975808453
1405.3566885726761,1582.718491344367,1386.9235741890657,46.89581729322347
1422.1684106711227,1581.689335727799,1402.736601192125,47.05370390005376
1392.2259467258953,1558.6149101248984,1415.668547072138,47.20722133455136
1387.8725959566023,1599.125900041827,1405.990897592638,43.37695510688221
1392.473644346232,1626.4934661170564,1401.756737124918,47.02198386480519
1413.731031765531,1579.6598785103233,1390.3151635303811,43.655636638832185
1404.9312666448952,1590.1004217654754,1386.182308114323,48.09832710963649
1392.0535969434943,1581.6903695163066,1407.7005010891758,46.16731226629458
1407.6990114967005,1565.7283066018565,1415.0614724077495,43.764444912164976
1401.4561632402206,1543.5847944439597,1395.6115000952184,45.778692983921935
1414.5296748579933,1565.8845303380926,1388.6093849238364,46.14488699122302
1389.4692035918397,1552.1608323809653,1375.4183056945099,48.786049426332504
1395.0850678010336,1614.0820415611825,1390.1923515633746,47.29495661262537
1394.1183777030176,1577.6978061215352,1398.8634315750096,47.51666741652587
1378.0472757780183,1573.0816134190566,1415.9912324083673,48.7718324513309
1404.4418041559686,1597.7830764957562,1406.7313369223298,46.85578356811327
1403.9158290826983,1557.5649779428823,1403.0508540470676,48.13128194154861
1400.076701849637,1564.662719239909,1395.9988033869886,48.02579167089799
1396.4811929993728,1581.3614453849725,1394.1683428274405,45.07029575964588
1378.7694388692437,1600.5753798284695,1414.0564759750796,49.20947536644474
1393.6903201585196,1590.0337009033758,1402.0073854075838,44.86954732989396
1394.8592822520984,1584.9665028503177,1378.9739930807898,48.37604997421677
1387.9658409616757,1581.5623547047203,1393.2646035210275,44.72439044464155
1397.58071432501,1588.0047171105355,1391.4178396822838,47.90185518222751
1406.060762852218,1584.033058102585,1394.5373599082254,49.79287231722526
1428.292788518158,1559.4005545044613,1405.629106602851,46.680532015174684
1402.6186671924777,1580.921584432663,1398.9255511820575,46.61546653572028
1403.8632558608415,1558.526226821645,1399.2313459299635,47.91565999897527
1398.8833112635075,1581.6216508580164,1413.1347316132524,46.505905316056186
1371.2184317705144,1570.387041170235,1393.0353891021332,49.72741805561423
1399.6022918682618,1630.7876324556573,1418.6419952588735,47.28828837418804
1400.9034531491154,1579.2021123249658,1393.2869240862892,46.51974573766891
1436.9486316872792,1551.915208674768,1400.8919819661257,46.18957170815648
1397.1145855282832,1577.3163957864615,1397.1879640459724,45.60057729474047
1404.523210135004,1590.3871749127577,1401.2341913350097,46.058367519863765
1399.4793234544213,1613.4672789230506,1404.4459199507312,46.473989909512106
1382.469829435707,1568.2109520012257,1404.3383524008887,46.26854138975213
1417.1423422177254,1548.3514405195272,1392.4688266937942,46.012737088794346
1411.2789954903017,1596.3367402286196,1388.7708532255242,50.14826184552866
1411.8654792056457,1552.388025882007,1425.031717909057,45.45485738526577
1386.359188178079,1571.2768911698504,1395.1601566039944,47.219948881469264
1421.0419146640415,1574.84759028978,1406.9921243867198,47.88878151464131
1378.9722340581159,1578.607330933998,1383.923586894768,47.9451619933756
1408.8028564070041,1593.7832891414866,1397.2038728009531,46.91208938632629
1432.8568343871498,1566.3273143542722,1398.7280061601755,46.63894614222904
1385.1419551230397,1574.5254149566647,1404.7281506992783,47.67732123685926
1391.5055340559584,1579.7145929410121,1372.7754585900807,47.3997824749673
1401.4947704763147,1582.9919591503758,1401.6614061307832,46.61156174784873
1392.447865188257,1581.9565434941585,1388.502585446321,44.657182142413355
1376.740048534008,1588.7201155044515,1403.2434571119493,46.29811441650013
1401.0284446220903,1596.8767901928347,1389.6367080316184,45.28017475443881
1384.0654442941084,1587.8526823130194,1391.4451730407443,45.99926067490051
1407.1038864595278,1589.0717104701844,1397.2637238960674,47.04983485777544
1386.2086364864929,1548.3555366650705,1389.476705303968,47.53810421599493
1423.2490160752632,1581.0045539833136,1395.2446555326464,49.67067912693861
1388.2512006149564,1589.5901509600321,1388.0662423145668,46.19389043164428
1395.1690772569148,1594.578823891409,1381.6682954830128,48.16193845291273
1412.2027582605451,1566.152984515324,1410.1795705242937,47.458940036656756
1381.5370352534906,1566.8192145022272,1387.0395130717607,48.94399650595968
1403.411899019062,1568.517986494328,1398.21319112392,47.864343079393436
1419.6071413142365,1590.7282779978268,1407.528910814938,45.487277859070524
1375.8877514815815,1600.6776210984842,1393.8505589748395,44.415430956063155
1402.7695078779846,1571.850797854168,1391.7483410025445,47.46689254950126
1403.8982419137265,1598.159246272541,1402.2623808866742,46.20732350314941
1411.7273430766597,1582.469596183292,1411.1793382272715,45.529529381074106
1381.4457393368289,1577.5142844567513,1388.3068473491353,45.098633443200384
1380.1931508037358,1575.7723154036407,1398.4985216798257,47.24146324638073
1407.8291234842534,1594.932227292043,1382.6750540503267,49.26156154897005
1404.4547700984979,1586.5115563357415,1396.0679899631782,46.38699148144094
1403.7573927551882,1625.5165085529527,1400.3420468453808,47.88540546661298
1405.1967231424546,1562.9555071400534,1391.4537535824493,46.846600474673615
1389.7996291763227,1590.3620340405996,1395.4300816617476,45.06592686634491
1403.483805457415,1569.4159798037697,1385.9177323169256,48.10221701526562
1404.3960870994802,1562.6142602602272,1400.770786113815,45.35796193395894
1389.2847287296045,1579.7826572593005,1410.5569424888315,47.032439945890346
1427.9866176671715,1582.7470495881407,1389.0285613022954,46.48771937749204
1407.107493813677,1638.3634711012019,1393.773282334476,48.33961615184854
1382.1304475419602,1576.317083686336,1405.0254624645418,45.41277351129397
1409.8483041295074,1557.3964254103064,1412.1209071932274,47.58630486170294
1385.3797749465903,1585.4602143498878,1385.0681018779107,45.740303888976946
1411.8062690561367,1538.5071992490725,1398.3121526258406,46.23334218150682
1417.378933685111,1578.1608643479146,1402.8313082231953,41.54719965868985
1387.6897652247244,1580.3205056459033,1398.9794360937115,50.138147857426866
1414.4506419386648,1595.8920076589043,1375.2320793312292,47.825835399239345
1406.1917139040474,1599.4724449885568,1405.0109000930877,45.84897877109275
1412.3309023999172,1569.9286076218457,1415.1933635109065,45.31301646750051
1428.4518947398092,1576.9877197074013,1401.166617511695,46.256526870680986
1396.319178259957,1564.6775833877866,1389.6889394670575,48.075319302229175
1388.6939575346375,1557.438748903846,1394.8687275363573,44.16187261162261
1386.6572835556171,1586.1978955876127,1417.699130676556,46.787623371058494
1387.7628457255184,1554.528289028068,1409.0996254086056,49.655962808694014
1398.8434743587884,1571.7074619885627,1406.4002661838433,45.29908049604829
1405.1172796222497,1560.0965208020152,1403.5641258353437,47.120577558145484
1404.1503619899504,1590.9936637258052,1393.3886288780902,50.30496472288664
1412.4077487355403,1616.0286019853297,1397.9942881934423,47.94822744453616
1400.1950283781687,1553.9682403439333,1399.2207726432148,47.18888573072818
1421.8030111573598,1542.9396303420485,1405.4957431606445,47.75995468236351
1396.0301475014307,1577.5022622929987,1415.0891889426691,46.398701997485446
1440.8025374988442,1580.3139559191552,1411.1833813679314,48.94944692795516
1409.3850102164752,1584.373186135146,1385.8061564420395,46.40100496564968
1387.1426366537557,1571.073589695313,1402.2399496890105,44.06122758689604
1383.9366125290833,1575.9872140234913,1407.367633451679,46.41304534408931
1407.2370862286477,1587.350208210812,1406.1886033014464,45.549898205184945
1396.6480582201123,1600.8086178528968,1393.7076623661258,46.57820898170385
1410.7100074113814,1540.8990245936343,1429.1410921576837,46.611373911379054
1407.098564368603,1572.6212112193707,1387.2291543766887,48.79613479970736
1398.9075663101469,1584.2761758788213,1389.1681155333395,48.04293908999658
1387.298094228974,1561.6404779077852,1402.3359508126157,47.39489823136309
1377.277291629712,1614.623392635346,1421.1680305496386,46.99558188300111
1393.3022757189947,1567.2918023954253,1391.6380514929583,45.411712986713006
1412.845981914852,1579.1741462598543,1397.3417163435302,43.72823714350148
1403.2114061619532,1591.1204419368457,1410.772936730157,47.169740017089175
1381.3139183193202,1568.174304223962,1399.8213784511227,48.191961805360485
1402.5977138877677,1543.0685390439116,1396.653961454697,46.83749917513312
1405.7797606959325,1571.4269094616693,1405.6563290188672,46.19771851581995
1386.742138456983,1600.588811118541,1402.7251799022958,47.69675324782132
1402.3058765891828,1573.2620974642973,1410.3043878563678,46.87500169906348
1400.87313077669,1563.0713139708205,1412.9146888906537,49.52861628796094
1382.8554455325407,1598.5134441900545,1403.0700306000535,48.84909251310243
1405.3668104052242,1573.3845020795388,1402.917327253783,48.43926208553499
1408.4117678955236,1569.7967837269957,1402.1411098228614,48.13660117131486
1416.2457686476291,1582.9891217932661,1404.891305566493,45.06474887832282
1415.8070307805235,1595.4150041923758,1400.5517063787147,47.9944905530789
1379.3349594806436,1627.6342706346509,1399.9939151767771,47.564488936469864
1385.9326244012732,1596.5447221531485,1411.9662712082725,47.90963709258674
1407.7255290081298,1603.196799327767,1415.1611618035504,47.73891423021958
1407.706789263683,1569.8806760202428,1384.9244705536657,47.6791438817721
1407.7257152945908,1559.4826378806106,1400.1002115174058,51.05129970432439
1457.790972359821,1581.2466269923825,1393.1130556655476,46.88572149507212
1408.5633576603975,1582.143398305192,1396.8902853351392,48.40450607124399
1417.033484602709,1558.429745172708,1404.0251620973531,46.293515284604
1414.310026452398,1576.4941094019198,1406.6943837154247,48.18596237583151
1409.770868769587,1587.9863520343827,1398.8787355638865,48.40897983534868
1395.2709613303948,1587.2078679003616,1380.866596652772,47.54663911570302
1411.384538307399,1590.0857570676853,1390.3495441942382,49.50387041356475
1388.4076217819363,1585.8192946027489,1408.9649967020016,45.67358594545937
1396.4477208989,1569.8598268145988,1372.5957357796508,46.26916858749767
1392.7195467825634,1569.7219874670232,1411.87427151682,47.31857012903524
1401.2281120907949,1556.0209720401224,1405.2122999064454,48.32121028022633
1434.7198785001026,1615.6955007837018,1413.1617608153,47.2691442819424
1371.9910221111238,1580.2690072923858,1398.0143081311903,48.92863855476585
1410.2939028556177,1575.502938884103,1379.385945759771,46.00746519355052
1375.8092619321553,1561.4241583709509,1404.303626415065,45.289132265767165
1392.9210220131586,1638.7131580465555,1412.7465312403833,47.462192504804754
1416.3342589545105,1558.533439355542,1409.2472180551342,46.88422958582945
1400.9642002864318,1571.4230414878784,1393.3730851651196,47.81429558053733
1383.8338283310604,1588.3167367257213,1400.8676107546264,46.95889656370024
1389.2704443611005,1592.0042593148855,1394.6716373122008,46.48997031406481
1410.19396623402,1599.1586411043136,1391.8073353581062,46.887593642414416
1389.044500524243,1616.1521701553852,1409.5538857117986,47.04327334218978
1403.2468788437295,1590.1231531092142,1388.0246768873483,46.5425280502275
1400.6835775985571,1558.8793840006667,1391.0618356941839,46.69530193051486
1390.2259947859127,1574.8610974975643,1388.9597436652762,46.394609994519634
1432.1591613398798,1586.1566474502777,1385.0975247670096,48.28499767980411
1409.5087853347702,1621.3645208301164,1401.464142918426,47.2910315067587
1369.622861200136,1552.043890431514,1411.6150304848197,50.38512870825315
1402.7968147215415,1604.0515301045045,1398.1512324375474,47.24105682691769
1390.0732030284742,1583.5982873909284,1384.9425219943582,46.17371379450701
1412.7865000219433,1596.7566107045895,1408.3994453974203,51.0060130622946
1388.1121889235094,1577.9601056672814,1416.8570175403497,47.620439566571505
1398.2789533779965,1563.1513473974735,1393.537576758534,48.485187180339224
1407.574809184707,1595.0174555880267,1395.2144573328228,47.888154474803734
1412.9863279125518,1593.0886205421125,1405.156606300834,47.93451654394662
1381.9955538941633,1599.4411393147943,1416.2187374778505,47.803481077028714
1394.9824814623857,1579.7339072924274,1394.8016585427476,45.346873152835904
1392.8758203325856,1568.003559533603,1386.675502190018,47.55129357134212
1390.2000615113943,1548.8242600995231,1406.314186062724,45.01270804422464
1426.4818136042165,1596.3874653627881,1407.990680731423,46.7384557453812
1406.0747256644142,1588.4777896488797,1400.0613145043524,45.911573815155066
1381.0867406849743,1560.684347342721,1394.4186674034254,47.53620527877309
1413.7679292058217,1569.2285265340674,1409.9437873099205,47.50118937100735
1431.8323429551895,1570.664823760971,1405.2803600454797,47.72171883614778
1415.4869789082672,1550.3403113603517,1392.315644830965,47.43094485912363
1377.2094505106897,1563.6463520678974,1400.4909473130567,46.0897619873204
1392.7364889070063,1557.3233928638729,1386.4829246797535,46.60849476597248
1419.0036672377994,1571.7504197622413,1406.8589045643791,48.380594241881724
